hip,ra_deg,dec_deg,v_mag,b_v
20860,67.05530219,83.80779018,5.51,-0.106
20873,67.09751196,14.74097429,5.90,0.325
20877,67.10987536,16.35967226,4.96,1.137
20884,67.13383172,1.38082076,5.53,-0.099
20885,67.14373289,15.96218073,3.84,0.952
20889,67.15416474,19.18043155,3.53,1.014
20892,67.16265745,-19.45887385,5.95,1.215
20894,67.16558676,15.87088266,3.40,0.179
20901,67.20901684,13.04760240,5.02,0.215
20904,67.21663399,30.36149171,6.38,0.547
20922,67.27885610,-13.04836956,5.61,-0.202
20934,67.33369379,-46.51527006,6.13,1.062
20982,67.50151557,83.34037923,5.47,0.855
20985,67.50954139,10.26221428,6.47,1.038
20995,67.53582507,15.63784050,5.58,0.324
20997,67.54168167,-13.59237223,6.22,1.001
21029,67.64013694,16.19401446,4.78,0.170
21036,67.65568103,13.72440227,5.40,0.263
21038,67.66003258,32.45776811,6.18,-0.026
21039,67.66204071,15.69187925,5.47,0.258
21042,67.66804354,-35.65350415,5.95,1.005
21053,67.69498404,16.14869610,6.50,0.428
21060,67.70874876,-44.95374954,5.07,-0.194
21082,67.77996149,15.10503692,6.28,1.725
21108,67.85041188,40.01019287,6.25,0.009
21110,67.85771196,-13.64422195,6.25,0.086
21137,67.96565941,15.85156000,6.01,0.338
21139,67.96944698,-0.04401101,4.91,1.320
21144,67.98727658,36.74268817,6.35,1.089
21148,68.00766596,53.91083011,5.78,0.119
21152,68.02003784,5.41003499,6.37,0.420
21192,68.15647223,-3.20954083,5.76,-0.117
21239,68.34202526,-10.78533350,6.06,1.379
21242,68.35376481,43.06389322,6.09,0.370
21247,68.37782750,72.52860478,5.94,0.306
21248,68.37730272,-29.76649190,4.49,0.972
21251,68.38770493,18.01672222,6.24,0.077
21253,68.39145868,-62.82367752,5.79,1.028
21269,68.45072994,9.41356691,6.01,1.061
21273,68.46215732,14.84442444,4.65,0.255
21278,68.47803408,-6.73890765,5.71,-0.128
21281,68.49907315,-55.04497465,3.30,-0.079
21295,68.53444548,5.56861606,5.67,0.055
21296,68.54845226,-8.23135239,5.20,1.708
21297,68.54904299,-8.97025763,5.24,1.465
21298,68.55913890,-6.83780885,6.09,1.384
21323,68.65829859,28.96115052,5.88,-0.048
21324,68.65892424,-24.04049971,6.37,1.137
21363,68.75296305,-19.92138406,6.12,1.174
21393,68.88766065,-30.56234148,3.81,0.957
21402,68.91358400,10.16078965,4.25,0.184
21408,68.92733379,19.88179113,6.33,0.754
21421,68.98016110,16.50930139,0.87,1.538
21428,69.00696967,-3.61164120,6.34,-0.100
21444,69.07975664,-3.35245903,3.93,-0.210
21452,69.10082308,64.26160210,5.91,-0.009
21459,69.12140608,23.34085483,6.01,0.380
21476,69.17262260,41.26480803,4.25,1.171
21479,69.18996817,-62.07715439,5.59,1.500
21486,69.21221270,-30.71677891,6.28,-0.095
21515,69.30697237,0.99831413,5.32,-0.107
21517,69.31157507,18.54303156,6.49,0.810
21525,69.33028177,-41.87294427,6.40,0.167
21547,69.40054960,-2.47354823,5.22,0.283
21588,69.53935407,16.03329069,5.78,0.312
21589,69.53942698,12.51083801,4.27,0.122
21594,69.54510028,-14.30401978,3.86,1.082
21604,69.56595752,20.68472222,5.85,-0.019
21611,69.59052172,-77.65600304,6.05,1.080
21644,69.72314537,-12.12312125,4.99,0.074
21666,69.76792366,-51.67275213,6.45,1.321
21670,69.77565406,7.87097645,5.38,0.257
21673,69.78840390,15.79984564,5.08,0.141
21683,69.81875764,15.91797673,4.67,0.147
21685,69.83212910,-14.35919211,5.46,1.054
21689,69.84645135,25.21827419,6.21,0.176
21718,69.94675813,-1.05245905,6.11,0.943
21727,69.97783327,53.07953529,5.07,1.079
21730,69.99195325,53.47302066,5.36,0.331
21735,70.01423960,12.19760933,5.45,-0.121
21743,70.02833922,-24.48236829,5.56,0.926
21763,70.11046417,-19.67149284,4.32,1.599
21770,70.14046881,-41.86375251,4.44,0.342
21819,70.33233566,28.61499392,5.73,0.018
21823,70.35053554,48.30088121,5.66,0.002
21847,70.45940195,38.28018222,5.97,0.593
21861,70.51450254,-37.14429672,5.04,0.391
21881,70.56125702,22.95692604,4.27,-0.112
21914,70.69343174,-50.48133388,5.30,0.977
21928,70.72636135,43.36513795,5.30,0.028
21949,70.76651415,-70.93102736,5.53,-0.114
21958,70.78872184,-30.76555689,5.66,1.391
21961,70.80732267,24.08891999,6.18,0.544
21972,70.83997399,49.97378898,5.86,0.013
21986,70.89477018,-8.79431701,5.98,0.645
21998,70.93446793,-41.06478796,6.24,1.468
22003,70.95100461,32.86545887,6.49,0.311
22024,71.02216938,-8.50357058,5.78,-0.076
22028,71.03325764,-18.66658599,5.53,0.025
22034,71.05424939,40.78645446,6.09,0.040
22040,71.08813792,-59.73273311,5.28,0.206
22044,71.10761816,11.14613659,5.39,0.251
22081,71.24125480,-63.22971492,6.46,1.077
22086,71.26733841,-21.28338279,5.72,1.476
22109,71.37562968,-3.25465749,4.01,-0.148
22128,71.42694799,23.62799571,6.34,0.058
22144,71.48104666,-39.35661915,6.04,1.065
22152,71.50239619,76.61104235,6.46,0.512
22157,71.50725414,11.70559099,5.35,0.197
22176,71.57011995,18.73469274,5.99,1.221
22189,71.60068092,-2.95453230,6.33,0.041
22192,71.60729076,-28.08744399,6.18,0.189
22220,71.68532772,40.31259017,5.99,0.934
22263,71.90121577,-16.93445603,5.49,0.632
22280,71.95657191,-30.02037179,6.35,1.071
22287,72.00113806,56.75718336,5.29,0.246
22300,72.02927149,55.60261149,6.32,0.320
22325,72.13555403,-16.32948449,5.76,0.537
22336,72.15160693,-5.67404466,5.77,0.631
22354,72.18593721,3.58852633,6.04,1.200
22361,72.20980564,75.94121963,5.96,0.283
22393,72.30352712,31.43737497,5.57,1.132
22407,72.32948838,32.58819079,5.84,0.250
22439,72.42601877,-13.76966904,6.27,0.456
22441,72.43367468,15.90422125,6.09,1.551
22449,72.46004413,6.96127568,3.19,0.484
22453,72.47765965,37.48827484,4.89,1.447
22479,72.54840181,-16.21715883,5.03,0.992
22488,72.56742054,-41.32084790,6.06,0.408
22508,72.65161983,70.94152827,6.36,-0.069
22509,72.65300729,8.90017585,4.35,0.010
22531,72.73045338,-53.46150774,5.58,0.341
22534,72.73538906,-53.45969766,6.42,0.483
22545,72.78885722,48.74068466,5.64,1.013
22549,72.80151623,5.60510396,3.68,-0.157
22565,72.84359342,18.83986122,5.08,0.214
22573,72.86756778,-34.90628652,5.82,0.105
22597,72.93076482,9.97507788,6.11,0.060
22607,72.95828453,13.65515521,6.30,0.502
22626,73.02174730,63.50542084,5.47,1.559
22667,73.13317557,14.25064185,4.71,1.773
22678,73.15825132,36.70318691,4.79,1.414
22697,73.19632090,27.89748524,5.97,0.368
22699,73.19898630,42.58662618,5.68,0.115
22701,73.22362423,-5.45269507,4.36,0.257
22717,73.27352101,-72.40768007,6.28,0.521
22720,73.29075683,52.84115502,6.40,0.068
22730,73.34488587,2.50822505,5.33,1.632
22737,73.37706785,-66.67541357,6.43,1.640
22783,73.51254722,66.34267806,4.26,-0.008
22797,73.56290198,2.44067205,3.71,-0.179
22833,73.69540365,11.42600649,5.18,0.121
22834,73.69908791,7.77909728,5.33,1.214
22840,73.71128430,0.46716657,5.98,-0.116
22842,73.71350825,44.06086142,6.06,-0.032
22844,73.72098620,-58.54765194,6.11,0.442
22845,73.72386617,10.15083310,4.64,0.085
22847,73.72838929,-39.62860730,6.11,1.423
22850,73.74317409,19.48538815,6.36,0.292
22854,73.76302196,55.25910865,5.52,0.015
22860,73.77843208,-16.74066998,5.71,0.953
22871,73.79667354,-74.93685192,5.47,1.518
22881,73.82770524,-16.41776658,5.71,0.874
22913,73.95897214,15.04027834,5.79,-0.085
22923,73.99312904,5.39902417,6.50,0.025
22936,74.02947644,52.86976107,5.75,0.105
22938,74.03737436,7.90469591,6.42,0.415
22949,74.06490675,24.59221842,6.33,0.351
22955,74.08369558,36.16853712,6.10,0.352
22957,74.09281008,13.51446582,4.06,1.158
22958,74.10077468,-5.17135630,5.50,-0.123
23015,74.24841152,33.16609031,2.69,1.490
23040,74.32165240,53.75210119,4.43,-0.017
23041,74.32162959,-1.06725769,6.25,0.423
23043,74.34308584,17.15367690,5.51,1.304
23060,74.43618753,-14.23191997,6.15,-0.202
23068,74.45269677,23.94856215,5.79,1.109
23088,74.53913863,25.05040555,5.79,0.018
23092,74.54546635,-2.21273764,6.34,0.110
23123,74.63709138,1.71401579,4.47,1.369
23148,74.71235207,-82.47051254,5.84,0.932
23161,74.74754448,14.54324012,6.14,0.156
23166,74.75568295,-16.37602687,5.65,0.447
23179,74.81420672,37.89024467,4.93,0.037
23216,74.94303516,53.15545092,6.09,1.462
23221,74.96021841,-10.26332504,5.39,0.797
23231,74.98223836,-12.53741569,4.78,0.267
23251,75.05514481,-78.30000917,6.29,1.517
23261,75.07641266,39.39470095,5.95,0.415
23265,75.08633624,81.19408784,5.09,1.304
23268,75.09673067,39.65465296,6.46,1.677
23296,75.16586704,-2.06603234,6.31,0.293
23311,75.20416706,-5.75367544,6.22,1.049
23362,75.35658602,-20.05191838,4.91,-0.047
23364,75.35976995,-7.17396548,4.80,-0.164
23377,75.39384524,-39.71804567,6.02,0.893
23380,75.40018104,61.07799645,6.03,0.448
23408,75.45980428,0.72211174,5.91,1.267
23416,75.49222568,43.82330836,3.03,0.537
23419,75.50009956,1.60886500,6.45,-0.050
23430,75.54092425,-26.27502946,5.01,1.056
23442,75.58255646,74.26936765,6.05,1.562
23446,75.59501962,-31.77133289,5.92,1.170
23453,75.61952888,41.07583744,3.69,1.154
23467,75.67916017,-71.31430012,5.30,0.996
23474,75.68743051,-22.79505224,5.74,1.188
23475,75.68914486,-4.21012059,5.86,1.212
23482,75.70285908,-49.15140722,5.37,0.421
23484,75.71016326,66.82297419,6.20,0.509
23497,75.77394720,21.58996241,4.62,0.155
23511,75.82765301,41.44164613,6.11,0.188
23522,75.85454190,60.44224552,4.03,0.921
23551,75.96718547,-14.37023055,6.42,-0.187
23554,75.97196597,-24.38815073,5.61,0.094
23555,75.97480408,-41.74495040,6.30,0.528
23582,76.05332155,73.76388719,6.21,1.609
23583,76.06068848,30.49458778,6.14,1.208
23589,76.08995490,21.27793057,6.20,1.324
23595,76.10167557,-35.48297839,4.55,1.177
23596,76.10898740,-35.70510912,6.32,0.311
23607,76.14228959,15.40410527,4.65,-0.064
23617,76.16528316,74.06695506,6.10,0.018
23643,76.22719442,-3.03967474,6.04,-0.117
23649,76.24172658,-49.57783750,5.05,1.484
23653,76.25252478,-54.40740089,6.26,1.554
23668,76.31748300,-26.15239077,5.71,1.166
23680,76.34881935,1.17762655,6.10,3.332
23685,76.36526770,-22.37103258,3.19,1.460
23693,76.37773246,-57.47270388,4.71,0.526
23695,76.38375035,19.80672321,6.48,0.219
23724,76.50382388,35.93638813,6.49,0.184
23734,76.53521982,58.97237221,5.22,-0.080
23737,76.53872947,-73.03767280,6.26,0.010
23743,76.55057203,59.02133980,6.08,1.112
23766,76.62377867,61.16975617,6.00,1.380
23767,76.62871992,41.23447447,3.18,-0.148
23777,76.65309852,-13.12262246,6.04,-0.030
23783,76.66929484,51.59772034,4.98,0.343
23794,76.69021954,-4.65516319,5.12,-0.059
23799,76.70648094,43.17470463,6.20,0.444
23818,76.79063932,-19.39186841,6.47,0.648
23831,76.85401374,-12.49126950,5.97,0.606
23835,76.86252530,18.64505209,4.91,0.657
23840,76.89178129,-63.39967892,5.19,1.646
23852,76.90963784,9.47177996,6.15,0.625
23871,76.95165826,20.41837870,5.28,0.118
23874,76.95753221,-12.59265763,6.33,1.617
23875,76.96243797,-5.08644618,2.78,0.161
23879,76.97039079,8.49842889,5.33,0.338
23883,76.98098305,21.70482079,5.84,0.168
23900,77.02759748,24.26517479,5.50,0.030
23908,77.05523928,-15.09535382,6.38,0.889
23916,77.08412539,-8.66532440,5.80,-0.059
23941,77.18208035,-4.45620729,5.11,0.455
23972,77.28659571,-8.75408096,4.25,-0.187
23983,77.33184125,9.82957855,5.43,0.249
24003,77.40299706,69.63940123,6.43,1.101
24010,77.42481287,15.59723234,4.81,0.313
24017,77.43544492,64.91949060,6.37,0.448
24019,77.43788444,28.03046113,5.93,0.311
24041,77.51359032,-0.56532270,6.11,1.098
24072,77.57836259,37.30185375,6.02,0.720
24109,77.67883284,46.96206999,5.67,0.452
24114,77.68579984,-25.91046263,6.40,1.246
24130,77.74177007,-2.25411400,6.24,0.984
24162,77.82990325,-2.49078242,5.89,0.462
24169,77.84529701,-11.84908878,5.60,1.350
24193,77.90964516,29.90358010,6.42,1.752
24197,77.92318143,16.04567302,5.18,1.525
24203,77.93896231,1.03702762,5.88,0.662
24244,78.07459272,-11.86921875,4.45,-0.099
24254,78.09357738,73.94667428,5.44,-0.108
24294,78.20053766,-6.05719037,5.90,0.960
24305,78.23292017,-16.20546821,3.29,-0.110
24313,78.26172771,61.85003969,6.17,0.032
24327,78.30782374,-12.94129154,4.36,-0.094
24331,78.32283913,2.86126547,4.46,1.166
24332,78.32269011,37.33730889,6.48,0.542
24340,78.35715692,38.48449794,4.82,0.189
24348,78.38018262,62.69113164,6.49,0.204
24349,78.38148694,1.96768423,6.08,0.421
24372,78.43939254,-67.18525507,4.81,1.274
24377,78.44689237,0.56042347,6.33,1.463
24384,78.47222505,-52.03075511,6.03,1.392
24394,78.49978871,-14.60687172,6.22,0.377
24426,78.62019205,-35.97699618,5.75,1.009
24436,78.63446812,-8.20164055,0.18,-0.030
24440,78.64800671,76.47276114,6.36,-0.011
24450,78.68353428,5.15615058,5.50,1.369
24451,78.68446479,53.21394892,6.16,0.084
24479,78.79750944,59.40568686,6.15,1.179
24493,78.82709127,-1.40904004,6.15,0.401
24504,78.85163722,32.68760021,5.01,0.222
24505,78.85155213,-26.94350871,5.06,-0.067
24507,78.85348827,-73.58847504,6.49,0.150
24512,78.86522427,22.28485838,6.26,0.075
24520,78.91172595,-52.18217884,6.48,1.213
24555,79.01722563,11.34135364,5.52,-0.012
24560,79.04399461,-11.35255333,6.45,0.670
24575,79.07562348,34.31231693,5.99,0.199
24607,79.17100018,1.94732840,6.42,-0.015
24608,79.17232940,45.99799111,0.08,0.795
24659,79.37120834,-34.89520756,4.81,0.987
24674,79.40162477,-6.84440942,3.59,-0.115
24679,79.41767376,-13.51982564,5.48,0.932
24727,79.54403740,33.37161284,4.54,1.252
24732,79.55515259,73.26807130,5.81,-0.023
24738,79.56540451,42.79211104,5.55,1.492
24740,79.57874753,33.76734840,6.15,-0.043
24771,79.66802500,40.46512397,6.22,1.386
24786,79.71030085,-18.13005042,5.96,0.572
24799,79.75012031,33.74839374,5.38,-0.167
24813,79.78531028,40.09905150,4.69,0.630
24817,79.79674571,2.59580646,5.34,0.412
24820,79.81121520,20.13459599,6.12,1.020
24822,79.81917563,22.09649397,4.96,0.937
24825,79.82265507,-18.51991951,6.37,-0.134
24829,79.84222880,-50.60596740,5.44,0.517
24831,79.84868696,-27.36888386,5.98,-0.022
24832,79.84892765,33.98542063,6.49,0.256
24836,79.86607163,58.11736470,6.13,-0.031
24845,79.89385195,-13.17678850,4.29,-0.235
24847,79.89701681,-1.41189191,6.33,-0.105
24873,79.99593136,-12.31558519,5.29,-0.104
24879,80.00383775,33.95805371,5.05,0.287
24881,80.00965949,44.42538311,6.49,1.331
24902,80.06112383,41.08621224,5.46,0.122
24909,80.08628856,-34.69885610,6.34,0.318
24914,80.09421143,62.65371097,5.64,1.728
24925,80.11002841,-5.36752834,6.40,-0.047
24927,80.11216036,-21.23976341,4.70,-0.048
24955,80.16950002,66.74687848,6.39,0.921
24960,80.18234154,2.54478004,6.43,1.041
24977,80.23589536,19.81434677,6.20,1.229
24984,80.24722575,27.95726172,6.35,0.039
25001,80.30286394,29.56988416,5.66,0.060
25007,80.32025332,-34.34505134,6.05,-0.176
25011,80.33044515,4.01194832,6.49,-0.089
25028,80.38268143,-0.41649110,5.68,-0.125
25041,80.43150113,8.42855620,5.78,-0.114
25044,80.44061639,-0.38246516,4.72,-0.168
25045,80.44272695,-24.77298153,5.06,0.662
25048,80.45173208,41.80457259,5.22,-0.129
25059,80.48045745,-17.60363127,6.47,1.206
25098,80.59227766,-56.13440059,6.10,-0.091
25110,80.63971624,79.23114864,5.08,0.506
25142,80.70833393,3.54445246,4.99,-0.096
25143,80.70964521,41.02926041,5.54,0.127
25180,80.79997688,-26.70543333,6.49,0.505
25187,80.82712628,-8.41559518,5.99,-0.037
25192,80.84529794,28.93676141,6.45,-0.040
25194,80.85010321,-39.67842334,5.73,1.626
25197,80.86601143,57.54439534,5.24,-0.011
25202,80.87565198,-13.92735207,5.25,-0.219
25205,80.87943982,5.32308613,6.34,0.123
25216,80.90710623,16.69929844,6.09,0.141
25223,80.92628878,-0.15981802,5.69,-0.208
25240,80.96387444,-0.86662187,6.13,0.483
25247,80.98678426,-7.80806458,4.13,0.943
25278,81.10609747,17.38353401,5.00,0.544
25280,81.11870729,-16.97578068,5.64,-0.001
25281,81.11923643,-2.39714624,3.35,-0.240
25282,81.12045060,-0.89132828,5.07,0.961
25288,81.15041942,2.35316484,6.33,-0.145
25290,81.16009827,31.22391225,6.30,1.251
25291,81.16049729,31.14314791,5.94,0.034
25292,81.16309118,37.38534566,5.02,1.445
25301,81.18666988,36.19994556,6.49,1.645
25302,81.18677733,1.84644465,4.89,-0.200
25303,81.19286229,-52.31624551,6.26,0.067
25317,81.23157209,-44.22568397,6.09,1.195
25322,81.24756635,73.70719767,6.48,1.738
25329,81.25726707,-10.32888694,5.60,1.543
25336,81.28276276,6.34970223,1.64,-0.224
25368,81.40207508,-1.49129356,6.44,-0.162
25378,81.44591094,0.52024381,6.18,-0.178
25397,81.49927144,-19.69539929,5.78,0.441
25401,81.50985205,-5.51850149,6.24,-0.047
25410,81.52384431,16.70016073,6.23,-0.084
25428,81.57297249,28.60745001,1.65,-0.130
25429,81.58028197,-58.91252040,5.14,0.986
25453,81.66179094,6.86865787,6.41,-0.023
25471,81.70334644,34.39180992,5.92,0.138
25473,81.70928488,3.09567448,4.59,-0.199
25475,81.71367662,33.26225838,6.18,1.152
25476,81.72632329,35.45727246,6.17,1.453
25482,81.74917996,-68.62254374,6.02,0.346
25486,81.76984646,-11.90096362,6.30,0.553
25488,81.77216893,-40.94350961,5.86,0.239
25492,81.78447075,30.20860309,5.69,0.175
25499,81.79205662,17.96221647,5.40,-0.090
25502,81.80789376,15.25763050,6.18,0.083
25505,81.81417297,2.34119997,6.36,0.965
25532,81.90208565,-21.37571282,6.08,1.032
25539,81.90868809,21.93696527,4.88,-0.140
25541,81.91202636,34.47589210,5.08,1.400
25555,81.94003547,15.87405219,5.52,0.015
25580,82.00390375,33.76370337,6.41,0.510
25582,82.00612753,1.29825085,6.41,-0.173
25583,82.00671105,17.23912965,5.77,1.634
25606,82.06134664,-20.75944097,2.81,0.807
25608,82.06389840,-37.23076663,5.56,0.026
25638,82.14489090,13.67897917,6.35,0.168
25667,82.23712269,-3.30742896,6.39,-0.007
25695,82.31875058,25.15021515,5.47,-0.042
25708,82.34868860,-3.44639371,5.80,1.149
25730,82.41939302,29.18646428,6.20,0.476
25732,82.42342291,-0.80251235,6.49,0.251
25737,82.43325693,-1.09223896,4.71,1.592
25751,82.47822515,1.78926021,5.77,-0.192
25768,82.53949875,-47.07765472,5.46,0.615
25769,82.54250849,63.06722047,5.43,1.704
25776,82.55786645,-84.78510392,6.18,-0.003
25781,82.56613340,-63.92768564,6.19,0.225
25785,82.58301422,4.20479467,6.21,1.280
25786,82.58647242,-7.43481130,6.33,-0.194
25790,82.60902153,15.36044913,5.93,0.103
25806,82.68061520,22.46225466,6.29,1.180
25810,82.68785216,39.82591644,6.38,0.986
25813,82.69604907,5.94813905,4.20,-0.143
25816,82.70271318,41.46199446,5.99,1.112
25853,82.78177839,-20.86365911,5.53,0.012
25859,82.80314914,-35.47051883,3.86,1.130
25861,82.81055254,3.29213294,5.46,-0.176
25869,82.83705531,-6.70837887,6.23,-0.178
25887,82.90001691,-45.92531691,5.86,1.349
25911,82.95058672,85.93852841,6.50,0.360
25918,82.97089829,-76.34096400,5.18,1.130
25923,82.98274987,-7.30153704,4.62,-0.261
25930,83.00166968,-0.29909204,2.25,-0.175
25945,83.05312933,18.59423429,4.32,2.060
25950,83.05892516,17.05812808,5.50,-0.004
25973,83.14083580,57.22107088,6.44,0.587
25976,83.15824821,0.01193277,6.15,1.553
25980,83.17230526,-1.59183113,5.34,-0.188
25984,83.18197064,32.19202168,4.71,0.281
25985,83.18256633,-17.82228853,2.58,0.211
25993,83.21422692,-38.51337151,5.45,1.224
26001,83.24820465,-64.22751731,5.34,1.039
26019,83.28078228,-35.13937610,5.75,1.085
26054,83.36417525,32.80117995,6.50,0.094
26063,83.38102748,-1.15607281,5.36,-0.175
26064,83.38179108,18.54023094,5.67,-0.022
26069,83.40632371,-62.48982532,3.76,0.640
26071,83.40922862,34.72556991,6.27,0.170
26072,83.41182597,20.47421635,6.19,-0.034
26079,83.43485122,-54.90228939,6.42,0.550
26093,83.47618338,14.30557814,5.60,-0.118
26104,83.51030148,-7.02375029,6.45,1.116
26106,83.51621197,-1.03572640,6.24,-0.160
26108,83.51686455,-1.47025335,5.92,1.535
26126,83.56988721,3.76689510,5.32,0.051
26149,83.62202473,-0.01234484,6.25,0.997
26169,83.68659394,-73.74127669,5.79,1.717
26176,83.70515458,9.48957923,4.39,-0.157
26190,83.73930258,-61.17604816,6.32,0.845
26197,83.75419528,-6.00926993,5.67,-0.228
26199,83.76117307,-6.00202702,4.78,-0.248
26207,83.78448789,9.93415842,3.39,-0.160
26215,83.80516521,10.24009290,5.60,0.149
26219,83.81447813,-33.07972433,5.76,1.120
26220,83.81592671,-5.38731504,4.98,0.650
26221,83.81860638,-5.38969592,5.13,0.020
26234,83.84298275,-4.42432003,6.24,-0.148
26235,83.84542001,-5.41605966,4.98,-0.097
26237,83.84651740,-4.83835783,4.58,-0.183
26241,83.85826030,-5.90990135,2.75,-0.210
26248,83.86304209,24.03958878,5.37,-0.092
26263,83.89960232,-3.25283997,6.40,-0.122
26264,83.90070165,-78.82083906,6.04,-0.018
26268,83.91451758,-4.85606663,5.24,0.269
26291,83.98124747,27.66234681,6.27,1.529
26300,84.01185745,-47.31374616,6.10,1.159
26309,84.04289816,-28.70801528,6.26,0.151
26311,84.05338934,-1.20191983,1.69,-0.184
26315,84.06649817,47.71529016,6.10,0.295
26344,84.14674026,54.42865852,5.74,1.671
26345,84.14872314,-6.06475163,5.71,-0.212
26363,84.21839993,40.18237527,6.08,1.032
26366,84.22661625,9.29067267,4.09,0.951
26368,84.22907776,-66.56028737,6.28,-0.052
26382,84.26556585,17.04032437,5.53,0.237
26386,84.26826049,11.03500456,5.97,1.592
26394,84.29121542,-80.46912192,5.65,0.600
26395,84.28655172,-11.77551545,6.10,0.051
26396,84.28685582,26.92447311,5.83,-0.075
26408,84.31278966,64.15468970,6.15,0.006
26410,84.31675851,66.69669204,6.26,0.231
26412,84.31877867,-27.87136202,6.15,0.322
26414,84.33045889,8.95187453,6.11,-0.170
26427,84.36398985,-5.93839105,6.03,-0.210
26451,84.41119070,21.14254914,2.97,-0.148
26460,84.43590756,-28.68969042,5.28,0.486
26463,84.44086175,33.55916717,6.36,1.306
26477,84.47243952,-4.81403405,6.16,-0.029
26487,84.50466286,7.54141958,5.87,-0.061
26515,84.57258442,-50.64099500,6.43,-0.047
26535,84.65822074,-6.57395870,5.96,-0.216
26536,84.65868856,30.49241235,5.40,0.450
26545,84.68135383,-40.70730651,5.81,-0.078
26549,84.68653333,-2.60006888,3.77,-0.190
26563,84.72117914,-7.21282887,4.77,0.139
26571,84.73905123,26.61806858,6.45,0.980
26592,84.78623595,41.35856252,6.44,1.000
26594,84.79644308,4.12146684,4.50,-0.098
26602,84.81759927,-17.84940834,6.40,-0.095
26606,84.82630008,29.21521266,5.98,0.144
26616,84.86295046,21.76292896,6.42,0.066
26623,84.87850386,-9.70662843,6.49,-0.107
26624,84.87979574,-3.56470434,5.99,0.294
26634,84.91224946,-34.07410786,2.65,-0.120
26638,84.93210360,75.04387153,6.19,1.606
26640,84.93416238,25.89709109,5.18,-0.150
26649,84.95766851,-32.62921597,5.44,0.913
26712,85.14961344,31.35819733,6.04,0.037
26713,85.15539959,-2.82523646,6.22,-0.194
26718,85.17521009,31.92060752,6.23,2.088
26727,85.18969642,-1.94257224,1.74,-0.199
26728,85.19246385,-10.40866377,6.46,-0.127
26736,85.21131127,-1.12878734,4.95,-0.197
26762,85.27331504,0.33775349,5.93,0.311
26777,85.32382800,16.53414784,4.84,-0.125
26779,85.33473195,53.48105779,6.21,0.840
26781,85.33740590,29.48741847,6.40,-0.081
26796,85.36218803,-33.40074140,6.35,-0.040
26820,85.41807425,-2.89645742,6.41,0.320
26821,85.42296177,-16.72583023,6.22,-0.136
26853,85.51660606,22.66032496,6.35,1.194
26862,85.54824624,-30.53544235,6.18,0.023
26865,85.55815948,-22.37371529,5.88,0.080
26866,85.56031748,-17.53037637,6.15,1.376
26868,85.56331056,-34.66781208,5.29,-0.032
26882,85.61019972,65.69764919,5.62,1.249
26885,85.61930036,1.47462889,4.90,1.144
26926,85.72464575,-6.79616764,5.97,0.447
26942,85.75697735,56.58152233,6.05,0.951
26953,85.78882746,-1.61324837,6.31,1.467
26964,85.83126075,23.20437201,6.23,-0.071
26966,85.84029272,-18.55747532,5.73,-0.014
26981,85.87577381,-39.40690791,6.25,0.377
27001,85.92141307,-45.83286415,6.38,0.295
27046,86.03519496,61.47653572,6.17,0.902
27072,86.11579339,-22.44838217,3.59,0.481
27075,86.11831174,-20.12657305,6.34,0.580
27100,86.19324494,-65.73552592,4.34,0.217
27116,86.25536833,12.88833174,6.47,0.234
27118,86.25746644,4.00811130,6.09,0.320
27164,86.37331877,31.32482502,6.50,1.100
27196,86.47516119,49.82625534,5.46,0.030
27204,86.49956252,-32.30643495,5.18,-0.274
27212,86.51195131,-4.26848434,6.24,1.050
27243,86.61405275,-46.59718043,5.31,1.040
27249,86.62662742,56.11557506,5.93,0.164
27253,86.64546663,1.16819333,5.95,0.773
27265,86.68956956,15.82249706,6.00,-0.061
27280,86.71722823,9.52234276,5.78,0.888
27288,86.73891997,-14.82195004,3.55,0.104
27293,86.75017653,51.52087073,6.47,0.898
27303,86.76907248,-28.63891352,6.22,-0.132
27308,86.78251994,-16.23807864,6.18,0.892
27316,86.80479943,14.48832171,5.72,0.077
27317,86.80554395,-54.36072840,6.19,1.406
27319,86.81118882,42.52674832,6.30,1.354
27321,86.82119852,-51.06651408,3.85,0.171
27325,86.82786177,-35.67407481,6.29,1.191
27338,86.85915063,17.72914106,5.47,0.301
27341,86.86204541,-10.53295798,6.04,0.135
27346,86.88433543,63.59884803,6.49,1.010
27353,86.89443919,25.56862307,6.48,1.193
27364,86.92877898,13.89959950,5.28,-0.156
27366,86.93912023,-9.66960478,2.07,-0.168
27386,87.00097591,6.45415624,5.26,0.234
27421,87.09319885,20.86948063,6.03,-0.051
27435,87.14558649,-4.09464788,5.97,0.639
27468,87.25403003,24.56753490,4.88,1.021
27472,87.26938765,62.80818999,6.18,0.128
27483,87.29349215,39.18107112,4.51,0.949
27511,87.38721058,12.65132367,4.89,-0.068
27512,87.39219440,-44.87539374,6.38,1.262
27517,87.40225923,-14.48366552,5.49,0.870
27530,87.45692625,-56.16666304,4.50,1.075
27533,87.47291594,-22.97187168,5.87,0.055
27534,87.47300266,-66.90118696,5.10,-0.128
27549,87.51118949,9.87121816,5.79,0.876
27560,87.55443716,4.42340597,5.96,1.361
27566,87.56993792,-79.36136262,5.46,-0.076
27581,87.62044257,14.30560796,5.54,1.006
27583,87.62008974,-52.76787935,6.32,0.746
27588,87.62510707,2.02469995,5.97,0.953
